Drug,KW_stat,p_value,p_fdr,significant_fdr
LASALOCID (BRD:BRD-A72711497-236-03-8),10.226643990929702,0.006016064352712585,0.34719612876208783,False
VELBAN (BRD:BRD-K06519765-065-01-6),10.225955204216064,0.0060181366021238416,0.34719612876208783,False
NAVITOCLAX (BRD:BRD-K82746043-001-19-3),10.20488821523304,0.006081863655923997,0.34719612876208783,False
CYCLOCYTIDINE (BRD:BRD-K67536197-003-11-4),10.069985569985576,0.006506245059209021,0.34719612876208783,False
CRENOLANIB (BRD:BRD-K22127577-001-03-7),10.025691699604735,0.006651945905152088,0.34719612876208783,False
POZIOTINIB (BRD:BRD-K50010139-001-01-5),9.917620310723763,0.007021277093341085,0.34719612876208783,False
DASATINIB (BRD:BRD-K49328571-001-15-0),9.891225336393685,0.007114554467267298,0.34719612876208783,False
AZD7762 (BRD:BRD-K86525559-001-07-8),9.80483405483406,0.007428606209513939,0.34719612876208783,False
SEPANTRONIUM BROMIDE (BRD:BRD-K76703230-004-04-1),9.685111989459813,0.007886869469939653,0.34719612876208783,False
CHIR-124 (BRD:BRD-K02241333-001-02-7),9.66929824561403,0.007949477125891162,0.34719612876208783,False
CLOFARABINE (BRD:BRD-K34022604-001-06-6),9.593544137022391,0.008256355029930596,0.34719612876208783,False
RAF265 (BRD:BRD-K93123848-001-04-1),9.5686232041008,0.008359876689531084,0.34719612876208783,False
DOVITINIB (BRD:BRD-K85402309-043-01-9),9.408222811671095,0.00905795949282841,0.3647887323020896,False
BIS(MALTOLATO)OXOVANADIUM(IV) (BRD:BRD-K16180792-001-01-7),9.31973827699018,0.009467701278285246,0.3663918144892745,False
ENOCITABINE (BRD:BRD-K32007074-001-02-9),9.281771968046488,0.009649144851109561,0.3663918144892745,False
TPCA-1 (BRD:BRD-K51575138-001-13-2),8.996753246753258,0.011127045269512087,0.389035777969062,False
LAPATINIB (BRD:BRD-K19687926-001-04-1),8.927699886320582,0.011517934425187639,0.389035777969062,False
PALIPERIDONE (BRD:BRD-A99888680-001-03-8),8.892621870882735,0.0117217295236737,0.389035777969062,False
NVP-TAE226 (BRD:BRD-K21025364-001-05-6),8.892496392496398,0.011722464958596619,0.389035777969062,False
DAUNORUBICIN (BRD:BRD-K43389675-001-02-1),8.734331186055314,0.012687150199694183,0.389035777969062,False
STA-5326 (BRD:BRD-K41783120-001-02-8),8.718554411467784,0.012787627133579752,0.389035777969062,False
CYCLOHEXIMIDE (BRD:BRD-K36055864-001-19-2),8.672799422799429,0.01308354805905137,0.389035777969062,False
VERUBULIN (BRD:BRD-K42673188-001-01-1),8.66073781291172,0.013162690792691407,0.389035777969062,False
BENZOYLSTAUROSPORINE (BRD:BRD-K13646352-001-03-8),8.653318903318905,0.01321160787093946,0.389035777969062,False
MELPHALAN (BRD:BRD-K87827419-001-16-8),8.599472990777343,0.013572134861175388,0.389035777969062,False
KI-16425 (BRD:BRD-A25569250-001-03-3),8.544011544011553,0.01395376699050875,0.389035777969062,False
GEFITINIB (BRD:BRD-K64052750-001-22-5),8.53521967769296,0.014015241838183982,0.389035777969062,False
GEMCITABINE (BRD:BRD-K15108141-001-06-6),8.496392496392502,0.014289986265088926,0.389035777969062,False
AUY (BRD:BRD-K41859756-001-06-8),8.385107995452813,0.015107650652773696,0.389035777969062,False
DICHLORVOS (BRD:BRD-K23779958-001-05-8),8.373376623376629,0.015196527796158122,0.389035777969062,False
LACITOL (BRD:BRD-K40787673-001-02-1),8.36222250094067,0.015281516535390838,0.389035777969062,False
XILOBAM (BRD:BRD-K79633074-001-01-8),8.326822916666677,0.0155544041040184,0.389035777969062,False
BRIGATINIB (BRD:BRD-K56981171-001-02-8),8.318845100105364,0.01561657310614037,0.389035777969062,False
AV-412 (BRD:BRD-K23190681-001-01-1),8.263708513708522,0.01605308466584177,0.389035777969062,False
TREQUINSIN (BRD:BRD-K84663978-003-02-9),8.241275231088473,0.01623415998846416,0.389035777969062,False
GSK461364 (BRD:BRD-K92428232-001-10-6),8.191054613935956,0.016646965907016958,0.389035777969062,False
LDN-212854 (BRD:BRD-K59831625-001-01-6),8.186429512516455,0.016685507407250968,0.389035777969062,False
KPT-185 (BRD:BRD-K71467466-001-02-3),8.12779973649539,0.017181881212972806,0.39370207124208373,False
FR-139317 (BRD:BRD-K19318328-001-01-3),8.03289473684211,0.018016858637866683,0.3942367624841866,False
RGFP966 (BRD:BRD-K61688984-001-02-9),7.980223783502471,0.01849764427021073,0.3942367624841866,False
PRALATREXATE (BRD:BRD-A74914197-001-02-9),7.956763925729433,0.018715897869190007,0.3942367624841866,False
CCG-50014 (BRD:BRD-K08893438-001-04-9),7.933621933621936,0.018933717212682066,0.3942367624841866,False
WZ8040 (BRD:BRD-K81728688-001-04-4),7.888167388167389,0.0193689561300073,0.3942367624841866,False
TALAZOPARIB (BRD:BRD-K95142244-001-01-5),7.7985221674876755,0.02025687405060265,0.3942367624841866,False
LY2874455 (BRD:BRD-K17203476-001-01-9),7.769480519480524,0.020553166552999724,0.3942367624841866,False
PIROXICAM (BRD:BRD-A57382968-001-29-0),7.76274509803921,0.020622500354908736,0.3942367624841866,False
TAURINE (BRD:BRD-K51474575-001-10-4),7.73591549295775,0.02090101103128256,0.3942367624841866,False
MRS-1220 (BRD:BRD-K37618799-001-03-0),7.703631365740743,0.021241134240719512,0.3942367624841866,False
TIDEGLUSIB (BRD:BRD-K81330143-001-04-8),7.697363465160073,0.021307807320028457,0.3942367624841866,False
