"","ACH-000828","ACH-000117","ACH-000017","ACH-000554","ACH-000276","ACH-000818","ACH-000856","ACH-000223","ACH-000019","ACH-000330","ACH-000725","ACH-000643","ACH-000711","ACH-000248","ACH-000857","ACH-002499","ACH-000196","ACH-000258","ACH-000691","ACH-000374","ACH-000148","ACH-001705","ACH-001392","ACH-000876","ACH-000668","ACH-002921","ACH-001396","ACH-001419","ACH-001389","ACH-001683","ACH-002400","ACH-000568","ACH-000111","ACH-000621","ACH-000755","ACH-000028","ACH-000277","ACH-001394","ACH-000721","ACH-000902","ACH-000859","ACH-000927","ACH-000768","ACH-000349","ACH-001662","ACH-001393","ACH-000573","ACH-000783","ACH-000759","ACH-000910","ACH-000147","ACH-000930","ACH-000624","ACH-000699","ACH-000044","ACH-000352","ACH-001390","ACH-001388","ACH-001395","ACH-000536","ACH-000642","ACH-001819","ACH-002401","ACH-000212","ACH-000849","ACH-000097","ACH-000288","ACH-001820","ACH-002399","ACH-001391","ACH-000934"
"SNAI2",-5.43443060224986,-6.24849020168041,-2.83577829023433,-3.85679527353887,-0.336835705123816,-7.24214750716639,1.27993007613542,0.33480505183437,-1.91561862149348,-3.92006416210053,-6.44397905712513,3.49598879850509,5.41574260094201,-3.42748427359292,4.71349876863375,3.54679655960952,-2.89825361119774,-3.37594080299689,-3.28068337298663,3.59819913783215,12.6306453197659,5.30840394339206,-4.15153394661,-1.88601289557432,2.66608724648999,-4.02933677911712,-3.25114022350108,-1.88350124744773,8.99423722017302,-4.05916595222137,5.05439036595539,-5.07884307676464,-2.4413403937758,4.93251970802838,-6.61327893231538,-3.97270423766293,-5.62372228362825,6.50866989707595,3.92879516850184,-7.65356244909947,0.311716807390815,-7.75136780989494,9.61374748099774,-5.79306733667788,-4.06911129881567,-0.771118722414236,2.7362399984681,-4.97945947076275,-5.42178260290094,-6.96962410398897,-2.090627464798,3.62743983214884,4.47288143442619,6.84696856974323,-7.08911852577887,-4.55143735804606,3.69473701934567,1.06931010134004,-3.66230502500529,1.21238574907534,6.8144142487957,-1.55742224737421,4.86461402880252,9.20432234448667,-0.130157830921322,-8.39237990619562,7.52767210936564,-2.41217023063462,4.94842570463753,8.28338997219143,-4.29169994886445
"TGFB1",-4.72978390823023,-4.29851588191185,-2.20999178731421,-6.04209838763939,2.88337182818783,-5.21860495788359,2.49451739601707,-3.27595117792414,-1.63856291583166,-0.978482607206089,-5.38723710336092,0.84904916234205,1.3025593703538,-3.37212902256481,1.98760191551271,3.37117848536734,-2.04178777167355,1.50310002045494,-2.93784817476615,1.95320902986132,12.7336569494847,1.80780871922412,-3.51674270657975,-2.16738907640322,-3.82751391880846,-2.06300794719297,-4.06375457092333,-2.89848739151631,8.07400025513706,-5.88275452677512,0.280127594411297,-2.10073194428743,-1.16440202680323,6.96837475989831,-5.15415277393556,-2.76560051073009,-4.83249455210376,3.61023817307888,5.06329122142852,-5.27308531111163,-3.27568067564913,-2.93638645768103,10.1837357253228,-4.396153639855,-3.28863642568302,-3.40929665815648,3.84710159592175,-4.49246063814829,-4.8521298779613,-4.32123395520512,-3.84289903643694,3.78602114753649,1.51612402122144,5.63988074565384,-3.15302171088234,-3.94787347182045,3.44983179069736,1.95753312955099,-3.03107701907424,-0.96736967989312,7.58097502929499,-2.69801973993818,1.23129183659073,10.1467178274989,-2.52968804722736,-4.3637931087075,9.55614774313901,-0.710195440278959,0.930931340069275,8.18346781459203,1.00459282113293
"TFAP2C",1.1925334641743,7.86843794588235,9.06918513213825,10.12250294053,-5.21586934102554,9.0460831117282,-5.09506869538455,-2.67768210947882,11.1903150505142,8.63316753594205,1.67366431406553,-6.08529454037066,-1.19156191009248,8.97956344777984,-6.61113956413791,-5.52713352943465,-2.32375627207223,0.835991965352418,0.062219493689951,-6.41935766174822,-11.5118549195089,-1.86417607795152,1.86001856619185,-0.295803946220664,-5.44729865060521,2.65906647361254,3.49910105906803,2.40223329559558,-7.70876420394895,2.47166278417291,-3.84241433628053,8.89642813160771,-8.20248287751169,-5.5019732621727,3.91548672130644,9.00932485832881,8.10631992187132,-5.55226740225462,-4.5297542035582,1.40464443461872,1.77936196962139,11.7500425168859,-9.23896252673572,5.96439131468762,-1.18682457482043,0.915465587435273,-8.26755056047571,4.18387784839809,1.3183315915795,4.29068207426374,6.23041502045431,-3.269945680146,-6.95816233802991,-7.83275152144123,5.04873694530319,10.8951013398847,-2.10734653934721,-5.67188654099535,3.49203337560722,0.791726480655582,-7.59702463587933,2.95967797419883,-4.16275679474241,-6.5340791053313,-2.15542214015413,3.31559676675087,-8.1703365425335,-2.46949823907256,-4.51522430746637,-8.08119669478593,2.74017946240685
"XBP1",9.46995127541763,11.5155670375748,8.19427751122968,2.97977571766581,-10.2072846289437,8.81317110055463,-6.93966757490927,-4.72377773138022,5.26909825799346,7.78980731060068,1.94527872985938,-6.40086337890166,-6.9032664000084,6.90375981795724,-9.65398206204373,-9.29607567048377,-3.55171152528517,0.360282189220288,-0.439052029674145,-6.90913495189814,-12.4617715858061,-2.77174095576422,7.081244203707,9.08247752008517,-5.19929652790822,7.63300244737841,7.99163830123062,2.49475314082617,-10.9864103127612,5.74292586139382,-5.24560785288036,12.0183868041276,-7.48920472195986,-10.2673981506114,9.65817967301991,7.00338742334946,9.19504549491494,-7.34315681620318,-6.6946184773921,3.92835893825198,-1.69015195405783,8.1739932233808,-13.1166940432719,6.07402073539388,3.00297865761902,3.19005251609555,-11.2975967762501,8.10365908968147,10.3289338532254,5.52004385679008,7.7923856696792,-6.17339093961437,-4.80890487587562,-10.8519887619102,9.38815103058721,-0.974796477321349,-6.37466260918519,-1.53603807231024,6.25484270155683,-4.30501132681766,-4.81645798577155,5.80066265208732,-5.43171967764347,-10.6893305163893,-5.21153059233684,10.5141779923877,-12.979773999279,-6.34666560872768,-8.40790184845825,-9.67086269173379,5.85499831916177
"PPARG",-9.12800338446604,-4.18509400658312,0.301258448026059,-0.89178701498033,0.318003149244589,-9.08618547015299,2.18373141814801,12.3150367769566,-6.35740461208137,-1.87394178857704,-7.31947459193578,10.9548993707775,12.0283736428102,0.392990299727328,12.8570452505327,1.2658932690449,-2.19849358385334,2.72727697082974,-0.759569629430126,2.08542796800169,-5.54931815687883,8.76266858132233,-2.30445299524529,-5.64421663491213,5.89270151737785,-7.27335513004122,-3.65690908826258,6.48472163494623,-2.36708271117318,-3.01943270511508,5.19830178842354,-5.2206188529179,4.10464353896408,0.661093651105702,-7.42518631976466,-5.27070027099867,-7.7951621590039,7.10437346390212,-1.53977635819971,-4.16557011236212,1.87909217713761,-7.86289599418272,7.87379472137877,-10.8616914821306,-1.81717557795948,-5.25577205879789,4.86694712114431,-9.82581604513753,0.477988007277524,-7.93480769182061,-4.92684552492496,0.908352086989705,10.2778979644563,1.85534306420463,-9.68592856532995,-5.87819431125877,6.81256177443124,1.75093824255055,-5.60366374996876,7.61057232934862,1.86950504373614,-2.16078705403882,4.49373669151731,5.74977222296515,9.61047286980751,-7.10153584288929,0.325491817944701,0.388606995908371,5.38021754118474,3.10674703383401,-4.5080083018625
"ERBB2",11.7371792066127,10.4892670346902,13.2901348206139,11.4600275258884,-8.1212715830792,6.69594394145089,-6.83885047368395,-2.19125245803063,1.13704503382077,2.62289228932723,11.0787324493586,-6.86151347232321,-2.2402358924689,13.4598341428374,-6.04936958014715,-8.12162053081803,-2.54369790544919,-2.8761100926543,-2.27295543588899,-7.39035730973012,-10.1628276919695,-0.678753747828763,4.9102385805189,4.57538533369001,-3.04940156582486,0.216560085504649,5.21143282705406,4.14084076089649,-10.398516747153,6.77066021514384,-1.01864117467941,9.71308647099018,-5.80788310346206,-9.07982869036318,11.9020606557086,1.70811111264636,11.3731345581752,-5.48963967369227,-5.51759515832029,1.10416937009853,6.9483194560592,12.686290033814,-8.87368773667485,-2.42876328748175,-0.574932673166512,6.38834049939462,-8.48161931570488,3.35005643398535,5.57859334415647,7.72982542794126,-0.777540739766857,-3.42965486075591,-7.17891045009026,-8.03631903655391,-1.86471860073995,-1.38031585781681,-7.10454539601938,-2.76677024786767,3.7081704152906,-0.824981094213592,-5.04478128274095,2.49804650185995,-1.75973013048222,-11.5056361504959,-0.858577794690617,3.47663510592762,-10.4485155189024,-4.82417649622429,-2.29366709171232,-8.74465743266382,9.37822986183685
"ZEB2",-5.68013546250765,-6.40196653873742,-5.63490361500644,-7.81830670132959,0.541333891198046,-8.71083792400282,4.40207073813051,-3.37917028249078,-5.57182770018723,-5.26176531626536,-7.44252209573851,0.174086681999339,1.99629515702703,-6.03007985862479,2.52844320003025,6.27683756820919,-3.17429090567684,-2.62138203959581,-4.41511379086755,-2.34649556581732,17.3738813030514,1.11238928664961,-4.11387867962827,-5.05612022000798,-3.47089201322816,-2.62519791793126,-4.98154088989927,-3.12859474110443,13.3109180822908,-4.3475208123839,2.26292541707048,-7.63414913157235,0.367632657216429,11.1058905512981,-7.77177308237995,-7.73292404441623,-4.20761475575752,4.28002615803794,8.77506439784767,-4.62369134141502,-4.91313564826048,-4.93660874598162,12.0946391264456,-2.82791159809343,-5.2075537255536,-2.63364056350274,10.9645490690703,-6.22664604320577,-10.2621138454863,-5.86627916865638,-6.10786283698776,1.89836818148152,0.651063862353043,10.9498425107006,-3.92840343561601,-3.67597261372351,4.06494015481834,1.10428155763473,-2.26774091321522,-4.9948732183804,0.543672343765071,-1.11612247465988,0.898058674351741,13.2219851653028,-3.14878512869773,-6.8313617353711,14.6489641267553,0.89495480220038,1.85035483039095,12.8293805936044,-4.44167319804933
"IRF1",-7.81614370858547,-4.05752210079883,-2.35347015630699,-1.05200144673404,1.11227334880259,-8.23274134099293,-3.29386915877564,16.6663985788234,-6.554866167718,-5.17948921510761,-4.60298311021252,16.1882235272462,8.59518270791671,-0.979081035209039,13.9741564198109,2.04898941678177,-0.972817319453935,-3.56643124150525,-2.78324969883848,10.9088225230937,-5.70922538459355,8.0607231044923,-4.96089742396889,2.81720532918056,14.4289740028522,-5.09734103072859,-4.54807187272385,4.60136023275176,-3.26547324628105,-2.45448809557073,7.93094925941481,-5.2307895710409,5.43571626385425,-0.327067614922649,-5.25640498418127,-6.5824781218151,-9.78260517905312,8.59505177764336,-6.01277980249141,-9.36846439184558,9.49534742774321,-9.80383778413209,4.87336584634969,-7.0532127172388,0.532718910849813,-0.631888442475062,-1.54638682969787,-9.77970242153844,2.07299719253598,-8.97611466635797,-5.4259177737424,-1.00749509223609,11.8626836080191,-1.4035382596662,-11.3688458841861,-6.36890896596367,0.882172178310222,2.8890776127854,-4.3459199286498,8.53067787713781,4.06482759447681,-4.28698257331954,10.0008467652349,-2.92509646059619,13.2233400880315,-7.75733428117527,-2.79586617240992,-3.2009239296712,8.55869158087136,-3.36811854436558,-5.99125537815324
"AR",8.74705556319485,3.38749607503067,-0.130176876615911,2.02932141907281,-6.31554761712666,3.89876881495637,-4.02187702339955,-5.54740602367549,7.62775606193972,4.66401316111488,9.35938762998243,-7.54224122251016,-7.40292225592218,-0.886484169680851,-6.18834382999894,-5.41613961381644,-3.761521197211,-0.960353481736219,-3.11511922721689,-5.33103568907081,-10.64705074836,-4.62201281527626,3.58441065028132,6.64739380858823,-4.8678419105757,8.45929798906462,5.27399325217607,-1.53272228497232,-5.30801146715089,7.0771067796017,-2.90196926757442,3.10730507369776,-5.08440044857834,-6.81809836886435,7.02789412629912,7.75743465245279,12.013648049987,-7.84474165924734,-3.62187694573423,3.9393128038416,-2.46003721511966,9.50793353096005,-8.35887428228107,13.7513867578313,-2.13053303127759,4.96014132135158,-9.3192156617249,11.0104974546572,1.41487814660938,11.6882729200494,8.61346872447215,-6.12841347396525,-5.3920729940134,-8.03573304689096,8.35405315166358,10.3608901171845,-4.96651752345225,-4.69683393708346,5.52796184888407,-4.10958469423604,-6.82138390691375,5.18848221315529,-4.12590926223598,-5.6293032316451,-5.72483634328256,10.0171357053669,-9.20090552793325,-2.5377757321577,-4.81829651214766,-6.32218793748289,6.00016233848722
"MYB",2.21702200300553,2.53199429635401,0.82422055088978,6.76476691265759,-5.53358981805011,9.6698995257957,-1.39359566454586,-5.7292633441953,12.2685949619347,7.79397984132988,3.74929002982168,-7.61977984145866,-6.91829107574754,0.92519159157796,-7.78677613839554,-6.21365227057696,0.929652185016276,3.68453561506479,0.381352423655485,-6.12882726866463,-10.4248155146571,-3.19806252302989,3.60253086105744,-1.56047734418431,-3.58930978478129,5.45394532693955,3.78728877728973,2.13900132025132,-6.79926185696728,4.06609266594893,-4.47173932610386,4.16779712998858,-3.2357470253739,-5.71404072991476,4.36128986720899,13.9888563791237,10.3878827532048,-5.70708387310414,-3.00418562403827,6.17334858643205,-4.38527240210334,8.65856181835023,-7.71630936140581,12.3414116351112,0.0852632381685802,2.32009819784971,-6.95221860749525,5.95590021774908,0.506099371913369,9.38957852078986,7.60760821839942,-5.25391984613453,-6.48898360801661,-7.68815788641787,10.1681525456968,11.5042908402256,-2.25487862912497,-3.15036564734718,5.23718262586354,-3.75043175303117,-6.72494609657372,3.77481434214192,-5.85376302586327,-5.08118613434086,-5.11722184845327,11.9133694836072,-8.06953977132534,0.266216056376376,-4.43790106193027,-5.90092176649008,4.38042602634017
