,ACH-000828,ACH-000117,ACH-000017,ACH-000554,ACH-000276,ACH-000818,ACH-000856,ACH-000223,ACH-000019,ACH-000330,ACH-000725,ACH-000643,ACH-000711,ACH-000248,ACH-000857,ACH-002499,ACH-000196,ACH-000258,ACH-000691,ACH-000374,ACH-000148,ACH-001705,ACH-001392,ACH-000876,ACH-000668,ACH-002921,ACH-001396,ACH-001419,ACH-001389,ACH-001683,ACH-002400,ACH-000568,ACH-000111,ACH-000621,ACH-000755,ACH-000028,ACH-000277,ACH-001394,ACH-000721,ACH-000902,ACH-000859,ACH-000927,ACH-000768,ACH-000349,ACH-001662,ACH-001393,ACH-000573,ACH-000783,ACH-000759,ACH-000910,ACH-000147,ACH-000930,ACH-000624,ACH-000699,ACH-000044,ACH-000352,ACH-001390,ACH-001388,ACH-001395,ACH-000536,ACH-000642,ACH-001819,ACH-002401,ACH-000212,ACH-000849,ACH-000097,ACH-000288,ACH-001820,ACH-002399,ACH-001391,ACH-000934
RGS17,0.2457755357,0.1231841147,0.1133751199,0.2374339998,0.196838662,0.3253921866,1.1387555599,0.2281475812,2.0177438259,0.1003372073,0.1303325891,0.3099386692,0.0658562705,0.1307819784,1.01027143,0.7794706821,0.7400251627,1.3235083818,0.1524599195,0.6162965298,0.6574388146,0.8846088648,0.0356126502,0.0845527947,0.4170601964,0.0356689505,0.0894588307,0.6877925992,3.0699717999,0.1135298163,0.6177639365,0.4469030499,0.4840607643,0.9627400041,0.0639998615,1.6289461851,0.1816076487,0.547578156,4.4054684639,0.1381893009,0.3726969659,0.2311755568,0.2667937279,0.8454763889,0.0445549935,0.0505128428,3.5196173191,0.1626148075,1.9343503714,0.1136685014,0.2525742948,0.2897176147,0.1694684029,0.4795265198,0.4617255032,0.1100143865,0.4409755766,0.1203771606,0.0333095193,0.1419297308,2.2043442726,0.9514042735,0.2058053613,0.5012974739,0.2107903212,0.3122260273,1.2141559124,1.7724388838,0.1058952734,1.2583379745,0.2769408822
ANGPT2,0.0254654363,0.1773501635,0.038648285,0.0307089761,0.1922307909,0.0372346044,0.101075843,0.0555330291,0.0125429304,0.0311170779,0.0714565292,0.0239706673,0.0111807305,0.0293864477,0.0138766961,0.0736488849,0.0559119657,0.0749766678,0.0220169071,0.0425799042,0.0943468884,0.0609922633,0.0907721519,0.0869019479,0.0210390333,0.0053367452,0.0127645954,0.0388364866,0.0423501655,0.0940360352,0.0274853092,0.0489252768,0.0070347139,0.1939357072,0.0247168262,0.0335717127,0.146842882,0.0459964573,0.1795454472,0.0,0.0537299998,0.0742807239,0.1002470329,0.0763182864,0.0113525074,0.0284404345,0.052189108,0.0385752469,0.019595176,0.0347721167,0.1472545862,0.0291687362,0.0210589394,0.055145666,0.0751177296,0.0378418416,0.0150279179,0.008878381,0.0,0.0577774197,0.164317742,0.042740982,0.0264318157,0.1280861497,0.0308078341,0.4076453447,0.0484482497,0.071600683,0.0361811742,0.005259125,0.1346205026
TINF2,4.6803636551,5.3752412796,5.322306633,6.0164628029,4.6286859512,5.1574115753,4.9899835587,5.1492676735,5.2651782036,4.960252285,5.8534269333,3.9208934307,4.2165789604,5.2655682564,3.8348124027,5.9382481575,3.0524384975,3.8648200035,4.0026483536,4.6618747711,4.7852625847,4.6595077515,4.5405855179,5.0627822876,4.9534702301,5.470240593,4.5981450081,4.844350338,4.2716798782,5.3404841423,5.1715669632,4.8686919212,4.1328234673,5.2415237427,3.4895172119,5.2174906731,4.7424969673,4.1269812584,4.2634100914,5.9376878738,5.0854754448,6.0245747566,5.028339386,5.8822393417,3.3465640545,4.5908355713,5.4176802635,5.0804615021,4.7897815704,5.0266628265,4.5524325371,4.0336346626,3.9329116344,5.4649753571,5.5024228096,5.4193906784,3.8901352882,2.2798218727,4.1908283234,4.9378623962,4.7762355804,4.4695863724,5.9413833618,4.5775980949,4.4271702766,4.4218697548,4.905755043,5.1646695137,5.5567173958,4.4581456184,5.1169261932
PHGDH,4.7206668854,5.5975551605,5.3966665268,5.0150113106,7.2437739372,4.8304076195,8.3778095245,6.3510203362,7.1973643303,5.7323126793,7.0403885841,6.2169747353,7.310049057,6.6170620918,6.4684448242,8.7344522476,8.2691030502,0.835868299,7.3889989853,6.2026958466,9.030087471,8.7138986588,8.178360939,6.1945972443,8.866815567,5.5983920097,7.8125882149,8.6291894913,8.38697052,7.9137153625,6.6755056381,5.9825806618,8.163936615,6.7908630371,6.1409482956,6.2106633186,7.1429853439,7.0039057732,8.2368516922,7.205871582,6.7549009323,7.2943358421,2.3162500858,7.159265995,5.6178245544,8.7137374878,8.1617918015,6.0218729973,4.3808541298,7.2612862587,6.9412236214,6.8125109673,7.032684803,9.0555152893,1.1569466591,7.7114744186,7.0798583031,1.9639364481,8.8389015198,8.9542484283,6.4893455505,7.8768362999,6.17619133,7.5669140816,8.7339506149,5.3281831741,5.1166143417,9.845082283,5.9556312561,7.7166070938,7.4734539986
AGO1,2.2412483692,2.1416060925,2.7643334866,2.7060198784,4.1860327721,3.3709189892,3.7936565876,3.2914488316,2.8149256706,2.871131897,3.2420170307,2.910987854,2.88570714,4.0144357681,2.1467790604,4.3859210014,3.074668169,3.9776005745,2.9898021221,3.2036662102,3.4024329185,2.2484922409,1.5852125883,2.4941620827,4.0082087517,3.3285765648,3.2150866985,1.958876133,3.716178894,2.8114135265,2.441794157,1.7756574154,5.1388392448,3.3009159565,2.2151722908,3.0589103699,3.3893795013,2.1562316418,2.6968417168,3.6723461151,3.5509128571,3.1520066261,2.5821247101,3.6318609715,1.2396425009,2.6362092495,3.668380022,3.3364477158,2.6694848537,3.5814476013,2.7023627758,4.2244725227,2.4610438347,2.9952003956,3.3212339878,3.6448829174,2.3217406273,0.4295066893,1.7044249773,3.2784576416,2.5149857998,3.0276052952,2.2438852787,3.6284003258,4.0524940491,2.4347162247,2.7819094658,3.8401005268,2.8803837299,2.4130415916,3.6848859787
TEKT2,0.0,0.1485658139,0.0147609049,0.4187221229,0.917067349,0.2604556978,2.4163696766,0.4052996933,0.1372949779,0.6628070474,0.3076943159,1.3754565716,1.6760778427,0.4116789699,0.4047745466,1.2771754265,0.0618535988,0.0159371048,0.0148594342,0.2315909266,0.1220497936,0.0176953338,0.0,0.1092375144,0.2113997638,0.3244039416,0.4945753515,0.0398585089,0.127222538,0.2946283817,0.1988561898,0.0,0.1820387989,0.3088745773,0.0742738768,0.0178036373,0.3789255023,0.0,0.0,0.1569505483,0.0,0.0196108315,0.0368732363,0.8541097641,0.0,0.0704113096,0.0543233864,0.06372796,0.0980368033,0.0688331276,0.1511561275,0.2987650335,0.5440411568,0.019925328,2.7846882343,0.1338068098,0.0531127267,0.0,0.0,0.0260606445,0.0954572856,0.0671499372,0.0169883072,0.0,0.3185840845,0.0,0.3010725081,0.0149865132,0.0796941817,0.0,0.0404744633
SMIM24,0.0,0.0708481669,0.0,0.0,1.3894897699,0.0778431967,0.5188120604,0.2251959443,0.0207987279,0.320980221,0.0822979212,0.5754672289,0.0528707504,0.0,0.4201029241,0.0,0.1665457785,4.4145345688,0.0697214156,0.0618301034,0.3625024259,1.0132478476,0.0,0.1006359309,0.1217965633,0.0,0.1411005259,0.0,0.1106786132,0.0,0.1714246273,0.0,0.0524423271,0.1375848353,0.0704855025,0.2046665996,0.068182379,1.6310530901,0.0180358943,0.0582638457,0.2452875525,0.0,0.1095451042,0.100053221,0.1610169709,0.0287134144,0.0555718988,0.0373498872,0.0221873987,0.0,0.0517897084,0.2280884683,0.4430931211,0.1714335978,0.0960796475,0.0774945915,1.3466335535,0.0,0.0993073285,0.0747698396,1.0773524046,0.0,0.1086649597,0.1222446486,0.2963587344,0.2930478752,0.0,0.0,0.0,0.0,0.0
BRPF3,3.9377679825,4.9612760544,3.8749542236,5.0988574028,4.7744445801,4.9844756126,4.6294150352,4.666852951,4.2734189034,4.4647073746,4.6489195824,3.8630564213,3.8641960621,4.2697439194,3.5037558079,4.5491576195,4.399916172,3.8181347847,4.8124365807,4.0601859093,4.0811777115,4.5556874275,3.2565834522,4.6794238091,4.5168600082,5.2008142471,4.3171739578,4.4347748756,3.9129371643,4.8954772949,2.9430472851,3.9399318695,4.3328652382,4.6609230042,3.8662948608,4.1601295471,4.6394000053,4.7664413452,3.4802908897,5.3213038445,4.5543737411,4.6692934036,5.3569641113,4.5404238701,1.4820272923,3.4411568642,3.8346807957,5.5030212402,4.0995392799,4.5180439949,4.516954422,4.8205108643,3.7222363949,4.1830019951,4.5691628456,4.3576364517,3.1816289425,1.4035185575,4.330701828,5.0238451958,2.8038594723,2.7459988594,2.8630523682,3.703897953,4.7579674721,4.1305851936,3.6494774818,4.1821756363,3.2815885544,3.3687949181,5.2142529488
AMELY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TIMM13,5.8409996033,5.5296459198,6.4652070999,5.9429674149,5.3732757568,5.1174621582,6.433298111,5.6735167503,3.7893431187,5.8884487152,6.7061715126,4.1663618088,5.2185797691,5.875190258,4.2745747566,6.0883135796,5.193148613,5.1666512489,6.4517188072,4.8663096428,4.8148937225,4.9259090424,5.4589920044,5.7728304863,5.0402040482,6.9021577835,6.1374931335,5.7587695122,5.5382246971,5.3816642761,3.8125085831,5.5115437508,5.538128376,5.2640709877,6.3736047745,4.0156936646,5.8751482964,4.4444150925,5.7714285851,6.5767760277,5.6942644119,6.1096615791,6.2460813522,6.4433813095,4.4927887917,4.6173453331,6.0343589783,6.886074543,5.7932534218,6.5215845108,5.1714749336,5.8905344009,4.5611915588,5.140504837,5.6952061653,5.7358822823,5.9667186737,2.3225598335,5.8347744942,5.715695858,3.9814052582,5.6754603386,4.8971676826,5.583178997,5.1569428444,6.3756599426,6.0888223648,4.9976763725,4.9230494499,4.7967224121,6.5366511345
CEP170B,4.4936408997,3.9434430599,3.9340162277,4.3579883575,4.7771039009,3.6695029736,3.7480318546,4.9083037376,4.2864818573,4.0240449905,4.0670018196,3.1543774605,3.0426740646,4.5364322662,2.6935873032,3.2443528175,4.0547704697,4.086783886,4.2659916878,6.5611124039,4.0943288803,4.8284540176,3.1037142277,4.6178922653,5.0258660316,3.6955931187,4.3238601685,4.4137563705,2.7093656063,3.5763406754,2.6296341419,4.0016851425,5.3764605522,4.4388914108,4.2885651588,4.7987866402,3.9638717175,3.3272116184,3.2179100513,4.1734952927,4.761865139,4.5001521111,3.485581398,4.1874828339,3.968818903,3.4581429958,3.6587142944,4.5915360451,5.2050523758,4.8884410858,4.5901470184,3.4832224846,3.0704836845,3.3175964355,4.4314422607,4.8008999825,2.6810712814,1.6848591566,4.1241211891,4.239757061,5.5894041061,3.5885646343,3.4183666706,3.0054557323,4.2675132751,5.0411376953,3.4885663986,3.1688907146,3.5809895992,3.326675415,4.6313080788
TRMT2A,5.6248698235,4.7041802406,5.7103409767,4.5735139847,5.1316347122,6.6159563065,5.941763401,5.696366787,5.1327576637,4.8229136467,4.9808936119,4.5102405548,4.5650854111,5.7066907883,3.8384375572,5.6487474442,5.6786718369,4.8012261391,6.4048724174,6.3070001602,5.6526813507,4.726629734,4.5749554634,6.1210403442,5.3802652359,5.6654043198,5.0074510574,5.0546746254,5.5037527084,4.7739806175,4.0748310089,6.4512867928,5.0469102859,5.4884829521,5.4044094086,4.9656686783,5.2627224922,4.5656032562,5.3841533661,4.8015365601,5.1706142426,4.3577136993,5.1879496574,5.5043373108,6.4487094879,4.5788240433,5.7502770424,5.7346148491,5.681845665,6.1404719353,5.4885087013,5.8979616165,4.6854019165,5.2497372627,5.8385181427,4.6790409088,4.2374105453,1.6693216562,3.8979179859,4.8982663155,5.9452633858,5.021914959,3.8778030872,4.4082021713,5.651889801,6.3298463821,5.0577363968,5.2116818428,4.2176260948,4.2934145927,5.6740679741
CECR2,0.3881575763,0.9510237575,0.1342551112,2.0286152363,0.1946519166,1.1151530743,1.844020009,0.4341782331,1.3100782633,0.9550218582,0.0057017901,0.0876855105,1.2115792036,0.4891421199,0.003346055,0.7552328706,0.8110089898,0.0481664203,0.2441101074,0.1409409046,0.0570869967,0.0067087789,0.0778213292,0.0095535638,0.0257007144,0.0,0.0,0.7129100561,0.0276424177,0.0067188311,0.0719658136,1.1022415161,0.0089687109,0.7192658186,0.0180943087,0.64880687,2.159519434,0.7584677935,0.5485767126,1.4117299318,0.0683901533,0.0439981557,0.0102828648,0.1215698197,0.1774547845,0.6359484196,0.2269856483,2.2988166809,1.8697726727,0.0,0.9800742865,0.7952831984,1.0648690462,0.1166788116,1.7402324677,0.5039277077,0.0577344522,0.2925674021,0.0027889169,0.0260549765,0.123340413,0.0716473609,0.0441408828,0.1409461498,0.1522158682,2.7470757961,0.0044280421,0.2660056949,0.0,0.2934034467,0.0960472524
GGT5,0.0428390168,0.4110563099,3.1617732048,2.130710125,1.5107036829,3.2893166542,0.0617499352,1.1100691557,2.885068655,2.327224493,0.7456056476,0.2393002659,0.0936750993,4.9661536217,2.0683441162,4.7490086555,0.5439966321,0.1924113482,0.2134493142,3.2963912487,4.4075293541,2.4951477051,0.0355690159,0.2203794867,0.4314336181,2.9519271851,0.1995963454,2.3638944626,0.4738731384,1.6177310944,3.5949306488,0.812283814,4.6099796295,5.754034996,0.0588179752,1.313565135,0.4971657693,1.6160094738,0.3253841102,0.0413467288,5.8860182762,0.1091211513,5.2191567421,4.8178534508,0.6787110567,0.2405927628,2.7493391037,0.1859895587,0.3427265286,0.0696293116,1.0775096416,0.8341732025,0.0205711834,2.1491584778,4.6027536392,1.5579835176,1.8781132698,0.3980504274,0.1276081949,1.3661179543,2.6751971245,0.0161240082,4.6002755165,0.0463918746,4.7027850151,0.3261208236,0.2102304995,0.0,1.1481336355,4.1464109421,1.6111770868
SEC14L3,0.0,0.0,0.0,0.0,0.0123226605,0.0,0.0,0.0361220799,0.0,0.0,0.0,0.0113124279,0.0125958472,0.0,0.0,0.0,0.0151407048,0.0902857259,0.0,0.0355704241,0.0,0.0,0.0,0.0,0.0,0.0654316917,0.0,0.0,0.0,0.0,0.0806358382,0.0,0.0,0.0,0.0,0.0122711649,0.0,0.00706917,0.0,0.0,0.0189915989,0.0129933748,0.0,0.0,0.0,0.0185415987,0.0,0.0,0.0,0.0,0.0,0.0,0.0068767811,0.0,0.0420601368,0.0,0.0234143417,0.0,0.0,0.0,0.0,0.0144024296,0.0178934094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GGT1,5.3765091896,2.626541853,4.3638086319,5.2572631836,4.3303790092,4.6004304886,2.759799242,1.8365341425,2.0695269108,3.3977646828,6.0723543167,0.5829365253,0.7131379843,6.4237985611,2.8193759918,2.4012727737,1.4500894547,2.2523188591,5.7370429039,3.3654797077,1.4966412783,0.3466131687,1.4904930592,3.3992600441,2.538225174,6.1392974854,3.8904662132,1.6044983864,0.6322076917,5.9860739708,2.5619297028,3.7799949646,1.4222329855,2.5349280834,1.6172326803,0.6183636785,5.6843781471,1.2821313143,0.3655536771,3.6750593185,5.2957558632,4.0883960724,2.6576902866,4.7432456017,5.5906586647,4.2994790077,5.132642746,4.3879137039,4.8295655251,3.4643285275,5.1965403557,2.9402701855,2.4894196987,1.8219060898,5.8701400757,3.5364880562,0.3669516146,0.5504052639,5.7341108322,4.4913082123,4.1088337898,3.4183249474,1.30427742,0.6262587309,2.9073982239,5.1950244904,0.252342999,3.5175907612,0.867467165,1.2011759281,7.4824290276
CYTH4,0.2325662076,0.0395328887,0.2581100166,0.0548026413,0.0888159648,0.4068958163,0.0,0.339710921,0.1668709517,0.1397968978,0.006582405,0.1164432764,0.0085399551,0.0605205931,0.1838688552,0.0284630675,0.0,2.0744094849,0.0,0.9301120639,0.0216630735,0.0380427912,0.0345298611,0.0,0.1072861329,0.0752916485,0.0,0.0692993402,0.0,0.0,1.3614708185,0.0686226636,0.0163165964,0.0684424415,0.1818251461,0.0,0.0,0.0495443419,0.0,0.0589107685,0.0264799763,0.0,1.7211976051,0.2988272011,0.0,0.0,0.6199754477,0.3474978507,0.0298910178,0.0,0.0817350224,0.0277372412,0.1496859938,0.3143496513,1.0305126905,0.0377013013,0.1218111515,0.0,0.0,0.0060796728,0.2024854273,0.0,1.1085044146,0.030560676,0.1891755611,0.0328907594,0.0232780669,0.0,0.2417547852,0.0336774215,0.3137206733
GGA1,5.6490087509,4.9851317406,5.1731553078,5.4139461517,4.8814148903,5.3343000412,5.6307110786,4.7258338928,4.9207935333,4.9979562759,5.8582320213,4.8180069923,4.6641130447,5.0146455765,4.3114376068,4.4248614311,5.9674658775,7.0562582016,5.6495723724,6.3364992142,5.4337038994,4.6179976463,4.5987701416,5.4514651299,5.8016915321,5.8698835373,4.4930257797,4.6246099472,4.7630023956,4.7924804688,4.2429833412,5.8970975876,4.8242383003,4.8952689171,5.4383292198,5.4204282761,5.6877493858,4.481092453,4.8216848373,4.5813574791,4.5662488937,4.8618311882,4.3000359535,5.124232769,4.9310307503,4.8212561607,4.8867063522,5.8130345345,5.8996419907,6.4298253059,5.6614904404,6.2530646324,4.1909623146,5.8874373436,5.65513134,5.0247364044,4.5523834229,1.9570342302,4.7329854965,5.1826047897,5.9554057121,4.7949771881,4.1543240547,4.5970244408,5.7154378891,5.9553222656,5.0911159515,4.7699885368,3.9569394588,3.8310463428,6.2507076263
RSPH14,0.0,0.671505332,1.0687464476,0.3438046277,1.3325532675,2.57523489,2.280698061,0.0540621579,0.8769581318,1.6713205576,0.0,0.1154301614,1.6205441952,1.4817949533,0.0,2.5644416809,1.5028907061,2.0689287186,2.3233442307,1.5344600677,1.6746594906,0.0,1.4359805584,0.8226893544,0.5291892886,0.2026007771,2.3813552856,0.4187782407,1.3331832886,0.841378212,1.2220687866,3.2539393902,0.9590771794,2.2460491657,0.8055384755,0.7855329514,0.6113489866,0.4062786996,0.4093094766,1.5365055799,0.7472567558,1.6478025913,0.2304305285,2.0897219181,1.7009856701,0.171936959,1.6237076521,0.9150519967,1.4411593676,0.0,0.2155357152,1.508048296,0.4753785729,0.8954422474,2.705429554,1.317257762,0.0,0.0975245014,0.5778508186,0.6171451807,0.6112101674,2.1520569324,0.2459908724,0.9920338392,0.9048061967,0.1297815293,1.5652852058,2.14128232,0.0353071876,1.5784026384,0.4563299119
MCAT,4.3335881233,4.067759037,4.814658165,5.263774395,4.3284988403,3.9618177414,4.7672204971,4.0714621544,3.565060854,4.1466226578,4.2900338173,3.3082575798,4.1792321205,4.5198435783,3.7466781139,3.8685979843,3.8996493816,3.6658360958,4.4371876717,4.7033333778,3.7651314735,3.8753476143,4.3664131165,4.7697029114,4.336004734,4.3643975258,3.1696124077,4.7637038231,2.8321871758,4.1549882889,2.9625065327,3.6726515293,3.8653745651,3.2047855854,4.7341895103,4.4876856804,4.7292971611,3.0213286877,3.7616362572,3.8796470165,3.4027752876,4.3150081635,3.8126418591,4.1645851135,2.778162241,3.6920142174,3.9518582821,4.9219837189,4.4114398956,5.5686402321,4.0850167274,4.516954422,3.1633102894,4.1201777458,4.5739016533,3.735424757,3.2008841038,1.3524252176,3.5425922871,3.9421298504,3.449157238,3.9823548794,2.7901818752,4.4292812347,4.9228639603,3.7028236389,4.4596805573,4.2495741844,3.444684267,2.8337059021,4.324839592
SGSM3,6.1888461113,4.5768666267,5.907892704,6.1226439476,4.7409920692,4.8585581779,5.9198288918,5.2735643387,4.681702137,4.5450973511,7.2727136612,4.853656292,4.9563260078,6.0912661552,4.9430775642,4.7056298256,4.6921372414,4.9028887749,5.6354932785,5.9162163734,6.3248085976,4.4227714539,5.2997207642,7.0540018082,5.9055652618,5.9499411583,5.2604813576,4.4904994965,4.5764012337,6.2056660652,4.4029679298,6.2743453979,5.0171914101,5.4194073677,5.5936794281,5.1407337189,6.5670084953,3.7300312519,4.9783878326,5.4953627586,5.3691630363,5.5333638191,4.8355603218,5.8742952347,6.3713026047,5.8723287582,4.4156708717,6.1729736328,7.3975806236,6.8961992264,6.2281780243,5.835050106,4.8194894791,6.1460361481,6.4742836952,4.3409538269,3.2644388676,2.5773465633,6.3427004814,4.8395314217,5.6699028015,5.1437034607,3.8807051182,4.2563991547,5.3980560303,6.0299539566,4.7781825066,4.9712123871,4.2828474045,4.2284646034,6.5984053612
DESI1,4.1423969269,3.5317058563,4.6081943512,4.5183086395,5.4533367157,2.9955604076,4.4432353973,4.4204354286,3.5944769382,3.3858106136,3.5802903175,2.8602695465,4.2651443481,4.488489151,3.0782034397,3.943021059,5.0725603104,4.1241707802,5.1251096725,4.8493037224,4.6305217743,5.1727557182,5.3560276031,4.2603569031,4.5556321144,3.5933775902,3.7004287243,5.3403096199,5.0166654587,4.1497554779,3.3267602921,4.113275528,4.3279242516,4.0838685036,4.3497614861,3.5893201828,4.1567931175,3.8624117374,4.6098847389,3.6094121933,4.2055177689,3.9187297821,4.1469159126,3.7791862488,4.6386299133,4.3627786636,4.391644001,4.3372330666,3.7568311691,5.0403008461,3.6474297047,5.4217586517,3.1369378567,5.0646800995,3.7290415764,3.2577679157,4.7427339554,2.2097029686,4.5980434418,3.93851161,4.9646525383,3.7646434307,3.6747317314,4.2785496712,4.6287560463,4.0763282776,4.3384599686,5.2136855125,3.3932981491,4.6242938042,4.1326756477
PLEK2,1.969550252,1.7094273567,2.5593450069,5.2166876793,4.6250543594,3.4656219482,0.0773947835,4.5525555611,2.6823170185,3.9119696617,1.0666334629,3.4727087021,4.1945519447,4.3923654556,4.2344398499,2.4109623432,0.9500054717,5.492641449,1.4858028889,4.9282469749,0.0257304758,5.3553090096,3.5378055573,1.2994849682,4.3819065094,2.8288712502,0.7848783135,4.4706864357,0.310334295,3.9511494637,4.7942180634,2.6051054001,1.5111137629,2.1386113167,2.9453306198,3.3801851273,1.0026448965,4.6500463486,0.2126490176,0.5837559104,2.4186730385,2.1027488708,5.0022792816,2.7434978485,1.9236170053,3.0430662632,2.8456144333,1.2622106075,0.5477864146,0.9231567979,3.1127302647,1.8488181829,3.5426542759,1.6695936918,0.523055017,2.6412985325,5.701171875,1.307446003,3.0822529793,2.7542526722,5.8028988838,2.6586480141,5.6375465393,0.8589883447,3.4811179638,1.6313138008,1.8031980991,1.4332425594,5.2351565361,3.9915082455,2.9629487991
TIMM9,5.8640499115,6.1860666275,6.3384923935,4.8108854294,5.7962136269,6.2029800415,5.7339615822,6.0648202896,6.2142648697,5.6906294823,5.5426297188,5.1588339806,5.1956348419,6.6422610283,4.3396363258,6.2391552925,6.0649580956,5.7972493172,5.5499835014,5.8075737953,4.8927941322,5.8979568481,5.5443925858,5.3932480812,5.443444252,5.6516976357,5.6910233498,6.1127586365,6.5567193031,5.9277496338,7.1535620689,5.3023629189,5.258161068,5.9043226242,6.1605472565,6.0706620216,5.2968025208,6.1996469498,5.6375608444,6.13194561,5.6564164162,5.9516530037,6.2853169441,5.6664385796,4.7199444771,6.1280355453,5.5728201866,5.9193544388,5.5837025642,6.4404039383,6.0091814995,5.2609024048,4.718931675,6.4292092323,6.3993592262,6.2658777237,7.4340610504,2.8306245804,6.399119854,6.0431890488,4.7935786247,7.203602314,6.9271616936,5.5913743973,6.696202755,6.2966003418,6.1206402779,5.760556221,5.8634848595,6.9258332253,5.5742530823
TMED8,2.8328332901,2.7948255539,2.753442049,2.6312019825,3.6627182961,2.4070482254,3.6450328827,2.3112647533,3.3958003521,3.0037767887,3.5390720367,1.4513720274,2.7396082878,3.1222288609,1.9450232983,2.7225599289,2.028986454,4.0529026985,2.6688747406,3.5715432167,2.5872762203,2.8980090618,1.8588045835,2.1766834259,3.2959506512,3.497484684,2.4156315327,2.3681647778,3.4866242409,2.7656366825,3.6301841736,2.8411357403,3.8069941998,3.9812042713,2.9732549191,3.6888406277,3.3691928387,2.317327261,2.6466050148,4.0512938499,3.4810276031,2.9084172249,3.1717000008,3.3208167553,0.7184970975,3.7238316536,2.8955683708,2.9054028988,3.161639452,2.8558063507,3.6233401299,2.7205653191,1.7440792322,3.2358205318,3.9947245121,2.7863955498,1.472238183,0.758731246,2.2775504589,2.4841277599,3.0552251339,3.0906078815,2.2079052925,3.3772792816,2.600250721,3.5092270374,3.5504574776,4.043615818,2.2307994366,3.1704683304,2.8289523125
TRPC4AP,4.8805093765,4.1187748909,6.136484623,5.6523547173,5.6232638359,5.7515010834,5.5167241096,5.3860936165,4.697696209,4.8474907875,4.6927394867,4.529633522,5.7422513962,6.1137089729,3.6448254585,5.7465734482,4.6885046959,5.3062696457,5.0188212395,5.8974995613,5.4650244713,5.3708758354,4.8522586823,5.0597314835,4.9844799042,5.4904417992,4.6191134453,4.8818063736,5.2572369576,4.376970768,4.3030281067,5.6459522247,5.0502490997,5.2609930038,4.8460116386,4.6100444794,6.0602807999,4.2389016151,5.8162312508,5.5332894325,5.1543159485,7.891479969,5.8790884018,5.5714373589,4.5793914795,4.0966496468,5.4287791252,5.0105023384,5.7915797234,5.4142098427,5.0811519623,6.0109162331,4.3683423996,5.2589597702,5.3892502785,4.3796138763,3.7092685699,2.6809835434,4.4036016464,5.6883707047,6.028131485,5.3761758804,4.3427467346,5.873190403,4.8503293991,5.1212143898,5.5292367935,5.2563276291,4.8342814445,4.3724298477,5.7656936646
ABHD12,5.8588438034,5.2266860008,6.5131573677,5.4540872574,6.4307537079,6.3230581284,5.7418146133,5.8150143623,6.5519866943,4.5197620392,5.8438529968,2.6483044624,5.5044550896,7.0443506241,5.9459261894,5.9056110382,4.7369403839,5.1457753181,4.6841173172,6.5509266853,6.62692976,5.3139243126,8.266078949,6.0518593788,5.4076147079,5.8674073219,5.8957390785,6.664937973,4.6360850334,6.1709446907,4.4910130501,5.6451253891,5.0112361908,5.4103479385,5.5521864891,5.6769046783,5.4569935799,4.7522506714,4.6308245659,6.2113099098,4.5719194412,5.5022444725,5.9213719368,5.7283778191,5.4749679565,5.7766671181,4.7884559631,5.178694725,6.6425600052,5.3996701241,5.7869672775,6.9853410721,5.4148392677,4.7347474098,4.7026853561,5.879134655,5.0381202698,2.920232296,6.1036276817,3.8620247841,5.6867723465,4.0752930641,3.4493579865,6.6339092255,5.4972672462,5.7896199226,6.0286464691,5.1744785309,4.143638134,4.4788165092,5.5845599174
MTG2,4.3194227219,4.3664550781,5.6603665352,7.1644544601,5.6726431847,6.0183606148,5.0928416252,5.8459539413,5.6293478012,6.4644021988,5.7281951904,4.9014220238,5.9131479263,5.3078508377,4.4801683426,6.334505558,4.8953752518,4.2245573997,6.1072673798,5.7622666359,4.3520379066,5.6225819588,4.770157814,5.9448890686,4.8954868317,5.2572178841,6.9304771423,5.5190229416,4.9598674774,4.3916506767,5.2001667023,6.1469564438,4.6736526489,6.1094589233,5.509885788,5.6417655945,5.4476618767,4.7765831947,4.9942493439,5.5942587852,4.9470629692,4.9376645088,5.6157546043,5.5962076187,4.9814600945,4.0015592575,5.3226566315,5.4250564575,5.544655323,4.9492826462,5.6857161522,6.1927504539,4.5072302818,5.3696060181,4.8968577385,6.5591921806,5.2902731895,2.5714511871,4.3728961945,5.6058793068,5.4216270447,5.3806152344,4.8067417145,5.4804363251,4.4156908989,5.2256259918,5.5033774376,4.9229493141,4.4563593864,3.6848971844,6.4539160728
